C;() C is the third letter of the English alphabet. It is from the Latin letter C, which in old Latin represented the sounds of k, and g (in go); its original value being the latter. In Anglo-Saxon words, or Old English before the Norman Conquest, it always has the sound of k. The Latin C was the same letter as the Greek /, /, and came from the Greek alphabet. The Greeks got it from the Ph/nicians. The English name of C is from the Latin name ce, and was derived, probably, through the French. Etymologically C is related to g, h, k, q, s (and other sibilant sounds). Examples of these relations are in L. acutus, E. acute, ague; E. acrid, eager, vinegar; L. cornu, E. horn; E. cat, kitten; E. coy, quiet; L. circare, OF. cerchier, E. search.
C;() The keynote of the normal or natural scale, which has neither flats nor sharps in its signature; also, the third note of the relative minor scale of the same.
C;() C after the clef is the mark of common time, in which each measure is a semibreve (four fourths or crotchets); for alla breve time it is written /.
Carthusian;(n.) A member of an exceeding austere religious order, founded at Chartreuse in France by St. Bruno, in the year 1086.
Carthusian;(a.) Pertaining to the Carthusian.
Cartilage;(n.) A translucent, elastic tissue; gristle.
Cartilagineous;(a.) See Cartilaginous.
Cartilaginification;(n.) The act or process of forming cartilage.
Cartilaginous;(a.) Of or pertaining to cartilage
Cartilaginous;(a.) Having the skeleton in the state of cartilage, the bones containing little or no calcareous matter; said of certain fishes, as the sturgeon and the sharks.
Cartman;(n.) One who drives or uses a cart
Cartographer;(n.) One who makes charts or maps.
Cartographic;(a.) Alt. of Cartographical
Cartographical;(a.) Of or pertaining to cartography.
Cartographically;(adv.) By cartography.
Cartography;(n.) The art or business of forming charts or maps.
Cartomancy;(n.) The art of telling fortunes with cards.
Carton;(n.) Pasteboard for paper boxes; also, a pasteboard box.
Cartoon;(n.) A design or study drawn of the full size, to serve as a model for transferring or copying; -- used in the making of mosaics, tapestries, fresco pantings and the like; as, the cartoons of Raphael.
Cartoon;(n.) A large pictorial sketch, as in a journal or magazine; esp. a pictorial caricature; as, the cartoons of Puck.
Cartoonist;(n.) One skilled in drawing cartoons.
Cartouches;(pl. ) of Cartouch
Cartouch;(n.) A roll or case of paper, etc., holding a charge for a firearm; a cartridge
Cartouch;(n.) A cartridge box.
Cartouch;(n.) A wooden case filled with balls, to be shot from a cannon.
Cartouch;(n.) A gunner's bag for ammunition
Cartouch;(n.) A military pass for a soldier on furlough.
Cartouch;(n.) A cantalever, console, corbel, or modillion, which has the form of a scroll of paper
Cartouch;(n.) A tablet for ornament, or for receiving an inscription, formed like a sheet of paper with the edges rolled up; hence, any tablet of ornamental form.
Cartouch;(n.) An oval figure on monuments, and in papyri, containing the name of a sovereign.
Cartridge;(n.) A complete charge for a firearm, contained in, or held together by, a case, capsule, or shell of metal, pasteboard, or other material.
Cartularies;(pl. ) of Cartulary
Cartulary;(n.) A register, or record, as of a monastery or church.
Cartulary;(n.) An ecclesiastical officer who had charge of records or other public papers.
Cartway;(n.) A way or road for carts.
Cartwright;(n.) An artificer who makes carts
Carucage;(n.) A tax on every plow or plowland.
Carucage;(n.) The act of plowing.
Carucate;(n.) A plowland
Caruncle;(n.) Alt. of Caruncula
Caruncula;(n.) A small fleshy prominence or excrescence; especially the small, reddish body, the caruncula lacrymalis, in the inner angle of the eye.
Caruncula;(n.) An excrescence or appendage surrounding or near the hilum of a seed.
Caruncula;(n.) A naked, flesh appendage, on the head of a bird, as the wattles of a turkey, etc.
Caruncular;(a.) Alt. of Carunculous
Carunculous;(a.) Of, pertaining to, or like, a caruncle; furnished with caruncles.
Carunculate;(a.) Alt. of Carunculated
Carunculated;(a.) Having a caruncle or caruncles
Carus;(n.) Coma with complete insensibility
Carvacrol;(n.) A thick oily liquid, C10H13.OH, of a strong taste and disagreeable odor, obtained from oil of caraway (Carum carui).
Carved;(imp. & p. p.) of Carve
Carving;(p. pr. & vb. n.) of Carve
Carve;(v. t.) To cut.
Carve;(v. t.) To cut, as wood, stone, or other material, in an artistic or decorative manner; to sculpture; to engrave.
Carve;(v. t.) To make or shape by cutting, sculpturing, or engraving; to form; as, to carve a name on a tree.
Carve;(v. t.) To cut into small pieces or slices, as meat at table; to divide for distribution or apportionment; to apportion.
Carve;(v. t.) To cut: to hew
Carve;(v. t.) To take or make, as by cutting; to provide.
Carve;(v. t.) To lay out
Carve;(v. i.) To exercise the trade of a sculptor or carver
Carve;(v. i.) To cut up meat; as, to carve for all the guests.
Carve;(n.) A carucate.
Carvel;(n.) Same as Caravel.
Carvel;(n.) A species of jellyfish
Carvelbuilt;(a.) Having the planks meet flush at the seams, instead of lapping as in a clinker-built vessel.
Carven;(a.) Wrought by carving
Carvene;(n.) An oily substance, C10H16, extracted from oil caraway.
Carver;(n.) One who carves; one who shapes or fashions by carving, or as by carving; esp. one who carves decorative forms, architectural adornments, etc.
Carver;(n.) One who carves or divides meat at table.
Carver;(n.) A large knife for carving.
Carving;(n.) The act or art of one who carves.
Carving;(n.) A piece of decorative work cut in stone, wood, or other material.
Carving;(n.) The whole body of decorative sculpture of any kind or epoch, or in any material; as, the Italian carving of the 15th century.
Carvist;(n.) A hawk which is of proper age and training to be carried on the hand
Carvol;(n.) One of a species of aromatic oils, resembling carvacrol.
Carwheel;() A flanged wheel of a railway car or truck.
Caryatic;(a.) Alt. of Caryatid
Caryatid;(a.) Of or pertaining to a caryatid.
Caryatids;(pl. ) of Caryatid
Caryatid;(n.) A draped female figure supporting an entablature, in the place of a column or pilaster.
Caryatides;(n. pl.) Caryatids.
Caryophyllaceous;(a.) Having corollas of five petals with long claws inclosed in a tubular, calyx, as the pink
Caryophyllaceous;(a.) Belonging to the family of which the pink and the carnation are the types.
Caryophyllin;(n.) A tasteless and odorless crystalline substance, extracted from cloves, polymeric with common camphor.
Caryophyllous;(a.) Caryophyllaceous.
Caryopses;(pl. ) of Caryopsis
Caryopsis;(n.) A one-celled, dry, indehiscent fruit, with a thin membranous pericarp, adhering closely to the seed, so that fruit and seed are incorporated in one body, forming a single grain, as of wheat, barley, etc.
Casal;(a.) Of or pertaining to case; as, a casal ending.
Cascabel;(n.) The projection in rear of the breech of a cannon, usually a knob or breeching loop connected with the gun by a neck. In old writers it included all in rear of the base ring. [See Illust. of Cannon.]
Cascade;(n.) A fall of water over a precipice, as in a river or brook; a waterfall less than a cataract.
Cascade;(v. i.) To fall in a cascade.
Cascade;(v. i.) To vomit.
Cascalho;(n.) A deposit of pebbles, gravel, and ferruginous sand, in which the Brazilian diamond is usually found.
Cascarasagrada;() Holy bark; the bark of the California buckthorn (Rhamnus Purshianus), used as a mild cathartic or laxative.
Cascarilla;(n.) A euphorbiaceous West Indian shrub (Croton Eleutheria); also, its aromatic bark.
Cascarillin;(n.) A white, crystallizable, bitter substance extracted from oil of cascarilla.
Case;(n.) A box, sheath, or covering; as, a case for holding goods; a case for spectacles; the case of a watch; the case (capsule) of a cartridge; a case (cover) for a book.
Case;(n.) A box and its contents; the quantity contained in a box; as, a case of goods; a case of instruments.
Case;(n.) A shallow tray divided into compartments or boxes for holding type.
Case;(n.) An inclosing frame; a casing; as, a door case; a window case.
Case;(n.) A small fissure which admits water to the workings.
Cased;(imp. & p. p.) of Case
Casing;(p. pr. & vb. n.) of Case
Case;(v. t.) To cover or protect with, or as with, a case; to inclose.
Case;(v. t.) To strip the skin from; as, to case a box.
Case;(n.) Chance
Case;(n.) That which befalls, comes, or happens; an event; an instance; a circumstance, or all the circumstances; condition; state of things; affair; as, a strange case; a case of injustice; the case of the Indian tribes.
Case;(n.) A patient under treatment; an instance of sickness or injury; as, ten cases of fever; also, the history of a disease or injury.
Case;(n.) The matters of fact or conditions involved in a suit, as distinguished from the questions of law; a suit or action at law; a cause.
Case;(n.) One of the forms, or the inflections or changes of form, of a noun, pronoun, or adjective, which indicate its relation to other words, and in the aggregate constitute its declension; the relation which a noun or pronoun sustains to some other word.
Case;(v. i.) To propose hypothetical cases.
Caseation;(n.) A degeneration of animal tissue into a cheesy or curdy mass.
Case-bay;(n.) The space between two principals or girders
Case-bay;(n.) One of the joists framed between a pair of girders in naked flooring.
Caseharden;(v. t.) To subject to a process which converts the surface of iron into steel.
Caseharden;(v. t.) To render insensible to good influences.
Casehardened;(a.) Having the surface hardened, as iron tools.
Casehardened;(a.) Hardened against, or insusceptible to, good influences; rendered callous by persistence in wrongdoing or resistance of good influences; -- said of persons.
Casehardening;(n.) The act or process of converting the surface of iron into steel.
Caseic;(a.) Of or pertaining to cheese; as, caseic acid.
Casein;(n.) A proteid substance present in both the animal and the vegetable kingdom. In the animal kingdom it is chiefly found in milk, and constitutes the main part of the curd separated by rennet; in the vegetable kingdom it is found more or less abundantly in the seeds of leguminous plants. Its reactions resemble those of alkali albumin.
Caseknife;() A knife carried in a sheath or case.
Caseknife;() A large table knife
Casemate;(n.) A bombproof chamber, usually of masonry, in which cannon may be placed, to be fired through embrasures; or one capable of being used as a magazine, or for quartering troops.
Casemate;(n.) A hollow molding, chiefly in cornices.
Casemated;(a.) Furnished with, protected by, or built like, a casemate.
Casement;(n.) A window sash opening on hinges affixed to the upright side of the frame into which it is fitted. (Poetically) A window.
Casemented;(a.) Having a casement or casements.
Caseous;(a.) Of, pertaining to, or resembling, cheese; having the qualities of cheese; cheesy.
Casern;(n.) A lodging for soldiers in garrison towns, usually near the rampart; barracks.
Caseshot;() A collection of small projectiles, inclosed in a case or canister.
Caseum;(n.) Same as Casein.
Caseworm;(n.) A worm or grub that makes for itself a case. See Caddice.
Cash;(n.) A place where money is kept, or where it is deposited and paid out; a money box.
Cash;(n.) Ready money; especially, coin or specie; but also applied to bank notes, drafts, bonds, or any paper easily convertible into money
Cash;(n.) Immediate or prompt payment in current funds; as, to sell goods for cash; to make a reduction in price for cash.
Cashed;(imp. & p. p.) of Cash
Casing;(p. pr. & vb. n.) of Cash
Cash;(v. t.) To pay, or to receive, cash for; to exchange for money; as, cash a note or an order.
Cash;(v. t.) To disband.
Cash;(n.sing & pl.) A Chinese coin.
Cashbook;(n.) A book in which is kept a register of money received or paid out.
Cashew;(n.) A tree (Anacardium occidentale) of the same family which the sumac. It is native in tropical America, but is now naturalized in all tropical countries. Its fruit, a kidney-shaped nut, grows at the extremity of an edible, pear-shaped hypocarp, about three inches long.
Cashier;(n.) One who has charge of money; a cash keeper; the officer who has charge of the payments and receipts (moneys, checks, notes), of a bank or a mercantile company.
Cahiered;(imp. & p. p.) of Cashier
Cashiering;(p. pr. &vb. n.) of Cashier
Cashier;(v. t.) To dismiss or discard
Cashier;(v. t.) To put away or reject
Cashierer;(n.) One who rejects, discards, or dismisses; as, a cashierer of monarchs.
Cashmere;(n.) A rich stuff for shawls, scarfs, etc., originally made in Cashmere from the soft wool found beneath the hair of the goats of Cashmere, Thibet, and the Himalayas. Some cashmere, of fine quality, is richly embroidered for sale to Europeans.
Cashmere;(n.) A dress fabric made of fine wool, or of fine wool and cotton, in imitation of the original cashmere.
Cashmerette;(n.) A kind of dress goods, made with a soft and glossy surface like cashmere.
Cashoo;(n.) See Catechu.
Casing;(n.) The act or process of inclosing in, or covering with, a case or thin substance, as plaster, boards, etc.
Casing;(n.) An outside covering, for protection or ornament, or to precent the radiation of heat.
Casing;(n.) An inclosing frame; esp. the framework around a door or a window. See Case, n., 4.
Casings;(n. pl.) Dried dung of cattle used as fuel.
Casinos;(pl. ) of Casino
Casini;(pl. ) of Casino
Casino;(n.) A small country house.
Casino;(n.) A building or room used for meetings, or public amusements, for dancing, gaming, etc.
Casino;(n.) A game at cards. See Cassino.
Cask;(n.) Same as Casque.
Cask;(n.) A barrel-shaped vessel made of staves headings, and hoops, usually fitted together so as to hold liquids. It may be larger or smaller than a barrel.
Cask;(n.) The quantity contained in a cask.
Cask;(n.) A casket
Cask;(v. t.) To put into a cask.
Casket;(n.) A small chest or box, esp. of rich material or ornamental character, as for jewels, etc.
Casket;(n.) A kind of burial case.
Casket;(n.) Anything containing or intended to contain something highly esteemed
Casket;(n.) The body.
Casket;(n.) The tomb.
Casket;(n.) A book of selections.
Casket;(n.) A gasket. See Gasket.
Casket;(v. t.) To put into, or preserve in, a casket.
Casque;(n.) A piece of defensive or ornamental armor (with or without a vizor) for the head and neck
Cass;(v. t.) To render useless or void
Cassada;(n.) See Cassava.
Cassareep;(n.) A condiment made from the sap of the bitter cassava (Manihot utilissima) deprived of its poisonous qualities, concentrated by boiling, and flavored with aromatics. See Pepper pot.
Cassate;(v. t.) To render void or useless
Cassation;(n.) The act of annulling.
Cassava;(n.) A shrubby euphorbiaceous plant of the genus Manihot, with fleshy rootstocks yielding an edible starch; -- called also manioc.
Cassava;(n.) A nutritious starch obtained from the rootstocks of the cassava plant, used as food and in making tapioca.
CassePaper;() Broken paper
Casserole;(n.) A small round dish with a handle, usually of porcelain.
Casserole;(n.) A mold (in the shape of a hollow vessel or incasement) of boiled rice, mashed potato or paste, baked, and afterwards filled with vegetables or meat.
Cassia;(n.) A genus of leguminous plants (herbs, shrubs, or trees) of many species, most of which have purgative qualities. The leaves of several species furnish the senna used in medicine.
Cassia;(n.) The bark of several species of Cinnamomum grown in China, etc.; Chinese cinnamon. It is imported as cassia, but commonly sold as cinnamon, from which it differs more or less in strength and flavor, and the amount of outer bark attached.
Cassican;(n.) An American bird of the genus Cassicus, allied to the starlings and orioles, remarkable for its skillfully constructed and suspended nest; the crested oriole. The name is also sometimes given to the piping crow, an Australian bird.
Cassideous;(a.) Helmet-shaped; -- applied to a corolla having a broad, helmet-shaped upper petal, as in aconite.
Cassidony;(n.) The French lavender (Lavandula Stoechas)
Cassidony;(n.) The goldilocks (Chrysocoma Linosyris) and perhaps other plants related to the genus Gnaphalium or cudweed.
Cassimere;(n.) A thin, twilled, woolen cloth, used for men's garments.
Cassinette;(n.) A cloth with a cotton warp, and a woof of very fine wool, or wool and silk.
Cassinianovals;() See under Oval.
Cassino;(n.) A game at cards, played by two or more persons, usually for twenty-one points.
Cassioberry;(n.) The fruit of the Viburnum obovatum, a shrub which grows from Virginia to Florida.
Cassiopeia;(n.) A constellation of the northern hemisphere, situated between Cepheus and Perseus; -- so called in honor of the wife of Cepheus, a fabulous king of Ethiopia.
Cassiterite;(n.) Native tin dioxide; tin stone; a mineral occurring in tetragonal crystals of reddish brown color, and brilliant adamantine luster; also massive, sometimes in compact forms with concentric fibrous structure resembling wood (wood tin), also in rolled fragments or pebbly (Stream tin). It is the chief source of metallic tin. See Black tin, under Black.
Cassius;(n.) A brownish purple pigment, obtained by the action of some compounds of tin upon certain salts of gold. It is used in painting and staining porcelain and glass to give a beautiful purple color. Commonly called Purple of Cassius.
Cassock;(n.) A long outer garment formerly worn by men and women, as well as by soldiers as part of their uniform.
Cassock;(n.) A garment resembling a long frock coat worn by the clergy of certain churches when officiating, and by others as the usually outer garment.
Cassocked;(a.) Clothed with a cassock.
Cassolette;(n.) a box, or vase, with a perforated cover to emit perfumes.
Cassonade;(n.) Raw sugar
Cassowaries;(pl. ) of Cassowary
Cassowary;(n.) A large bird, of the genus Casuarius, found in the east Indies. It is smaller and stouter than the ostrich. Its head is armed with a kind of helmet of horny substance, consisting of plates overlapping each other, and it has a group of long sharp spines on each wing which are used as defensive organs. It is a shy bird, and runs with great rapidity. Other species inhabit New Guinea, Australia, etc.
Cassumunar;(n.) Alt. of Cassumuniar
Cassumuniar;(n.) A pungent, bitter, aromatic, gingerlike root, obtained from the East Indies.
Cast;(imp. & p. p.) of Cast
Casting;(p. pr. & vb. n.) of Cast
Cast;(v. t.) To send or drive by force
Cast;(v. t.) To direct or turn, as the eyes.
Cast;(v. t.) To drop; to deposit; as, to cast a ballot.
Cast;(v. t.) To throw down, as in wrestling.
Cast;(v. t.) To throw up, as a mound, or rampart.
Cast;(v. t.) To throw off
Cast;(v. t.) To bring forth prematurely
Cast;(v. t.) To throw out or emit
Cast;(v. t.) To cause to fall; to shed; to reflect; to throw; as, to cast a ray upon a screen; to cast light upon a subject.
Cast;(v. t.) To impose
Cast;(v. t.) To dismiss
Cast;(v. t.) To compute; to reckon; to calculate; as, to cast a horoscope.
Cast;(v. t.) To contrive
Cast;(v. t.) To defeat in a lawsuit; to decide against; to convict; as, to be cast in damages.
Cast;(v. t.) To turn (the balance or scale); to overbalance; hence, to make preponderate; to decide; as, a casting voice.
Cast;(v. t.) To form into a particular shape, by pouring liquid metal or other material into a mold; to fashion; to found; as, to cast bells, stoves, bullets.
Cast;(v. t.) To stereotype or electrotype.
Cast;(v. t.) To fix, distribute, or allot, as the parts of a play among actors; also to assign (an actor) for a part.
Cast;(v. i.) To throw, as a line in angling, esp, with a fly hook.
Cast;(v. i.) To turn the head of a vessel around from the wind in getting under weigh.
Cast;(v. i.) To consider; to turn or revolve in the mind; to plan; as, to cast about for reasons.
Cast;(v. i.) To calculate
Cast;(v. i.) To receive form or shape in a mold.
Cast;(v. i.) To warp
Cast;(v. i.) To vomit.
Cast;() 3d pres. of Cast, for Casteth.
Cast;(n.) The act of casting or throwing
Cast;(n.) The thing thrown.
Cast;(n.) The distance to which a thing is or can be thrown.
Cast;(n.) A throw of dice; hence, a chance or venture.
Cast;(n.) That which is throw out or off, shed, or ejected; as, the skin of an insect, the refuse from a hawk's stomach, the excrement of a earthworm.
Cast;(n.) The act of casting in a mold.
Cast;(n.) An impression or mold, taken from a thing or person; amold; a pattern.
Cast;(n.) That which is formed in a mild; esp. a reproduction or copy, as of a work of art, in bronze or plaster, etc.; a casting.
Cast;(n.) Form; appearence; mien; air; style; as, a peculiar cast of countenance.
Cast;(n.) A tendency to any color
Cast;(n.) A chance, opportunity, privilege, or advantage; specifically, an opportunity of riding; a lift.
Cast;(n.) The assignment of parts in a play to the actors.
Cast;(n.) A flight or a couple or set of hawks let go at one time from the hand.
Cast;(n.) A stoke, touch, or trick.
Cast;(n.) A motion or turn, as of the eye; direction; look; glance; squint.
Cast;(n.) A tube or funnel for conveying metal into a mold.
Cast;(n.) Four; that is, as many as are thrown into a vessel at once in counting herrings, etc; a warp.
Cast;(n.) Contrivance; plot, design.
Castalian;(a.) Of or pertaining to Castalia, a mythical fountain of inspiration on Mt. Parnassus sacred to the Muses.
Castanea;(n.) A genus of nut-bearing trees or shrubs including the chestnut and chinquapin.
Castanet;(n.) See Castanets.
Castanets;(n. pl.) Two small, concave shells of ivory or hard wood, shaped like spoons, fastened to the thumb, and beaten together with the middle finger; -- used by the Spaniards and Moors as an accompaniment to their dance and guitars.
Castaway;(n.) One who, or that which, is cast away or shipwrecked.
Castaway;(n.) One who is ruined
Castaway;(a.) Of no value
Caste;(n.) One of the hereditary classes into which the Hindoos are divided according to the laws of Brahmanism.
Caste;(n.) A separate and fixed order or class of persons in society who chiefly hold intercourse among themselves.
Castellan;(n.) A governor or warden of a castle.
Castellanies;(pl. ) of Castellany
Castellany;(n.) The lordship of a castle
Castellated;(a.) Inclosed within a building; as, a fountain or cistern castellated.
Castellated;(a.) Furnished with turrets and battlements, like a castle; built in the style of a castle.
Castellation;(n.) The act of making into a castle.
Caster;(n.) One who casts; as, caster of stones, etc. ; a caster of cannon; a caster of accounts.
Caster;(n.) A vial, cruet, or other small vessel, used to contain condiments at the table; as, a set of casters.
Caster;(n.) A stand to hold a set of cruets.
Caster;(n.) A small wheel on a swivel, on which furniture is supported and moved.
Castigated;(imp. & p. p.) of Castigate
Castigating;(p. pr. & vb. n.) of Castigate
Castigate;(v. t.) To punish by stripes; to chastise by blows; to chasten; also, to chastise verbally; to reprove; to criticise severely.
Castigate;(v. t.) To emend
Castigation;(n.) Corrective punishment
Castigation;(n.) Emendation
Castigator;(n.) One who castigates or corrects.
Castigatory;(a.) Punitive in order to amendment
Castigatory;(n.) An instrument formerly used to punish and correct arrant scolds; -- called also a ducking stool, or trebucket.
Castilesoap;() A kind of fine, hard, white or mottled soap, made with olive oil and soda; also, a soap made in imitation of the above-described soap.
Castilian;(n.) An inhabitant or native of Castile, in Spain.
Castilian;(n.) The Spanish language as spoken in Castile.
Castillan;(a.) Of or pertaining to Castile, in Spain.
Casting;(n.) The act of one who casts or throws, as in fishing.
Casting;(n.) The act or process of making casts or impressions, or of shaping metal or plaster in a mold; the act or the process of pouring molten metal into a mold.
Casting;(n.) That which is cast in a mold; esp. the mass of metal so cast; as, a casting in iron; bronze casting.
Casting;(n.) The warping of a board.
Casting;(n.) The act of casting off, or that which is cast off, as skin, feathers, excrement, etc.
Castiron;() Highly carbonized iron, the direct product of the blast furnace; -- used for making castings, and for conversion into wrought iron and steel. It can not be welded or forged, is brittle, and sometimes very hard. Besides carbon, it contains sulphur, phosphorus, silica, etc.
Cast-iron;(a.) Made of cast iron. Hence, Fig.: like cast iron; hardy; unyielding.
Castle;(n.) A fortified residence, especially that of a prince or nobleman; a fortress.
Castle;(n.) Any strong, imposing, and stately mansion.
Castle;(n.) A small tower, as on a ship, or an elephant's back.
Castle;(n.) A piece, made to represent a castle, used in the game of chess; a rook.
Castled;(imp. & p. p.) of Castle
Castling;(p. pr. & vb. n.) of Castle
Castle;(v. i.) To move the castle to the square next to king, and then the king around the castle to the square next beyond it, for the purpose of covering the king.
Castlebuilder;(n.) Fig.: one who builds castles in the air or forms visionary schemes.
Castled;(a.) Having a castle or castles; supporting a castle; as, a castled height or crag.
Castled;(a.) Fortified; turreted; as, castled walls.
Castle-guard;(n.) The guard or defense of a castle.
Castle-guard;(n.) A tax or imposition an a dwelling within a certain distance of a castle, for the purpose of maintaining watch and ward in it; castle-ward.
Castle-guard;(n.) A feudal tenure, obliging the tenant to perform service within the realm, without limitation of time.
Castlery;(n.) The government of a castle.
Castlet;(n.) A small castle.
Castleward;(n.) Same as Castleguard.
Castling;(n.) That which is cast or brought forth prematurely
Castling;(n.) A compound move of the king and castle. See Castle, v. i.
Cast-off;(a.) Cast or laid aside; as, cast-off clothes.
Castor;(n.) A genus of rodents, including the beaver. See Beaver.
Castor;(n.) Castoreum. See Castoreum.
Castor;(n.) A hat, esp. one made of beaver fur; a beaver.
Castor;(n.) A heavy quality of broadcloth for overcoats.
Castor;(n.) See Caster, a small wheel.
Castor;(n.) the northernmost of the two bright stars in the constellation Gemini, the other being Pollux.
Castor;(n.) Alt. of Castorite
Castorite;(n.) A variety of the mineral called petalite, from Elba.
CastorandPollux;() See Saint Elmo's fire, under Saint.
Castorbean;() The bean or seed of the castor-oil plant (Ricinus communis, or Palma Christi.)
Castoreum;(n.) A peculiar bitter orange-brown substance, with strong, penetrating odor, found in two sacs between the anus and external genitals of the beaver; castor; -- used in medicine as an antispasmodic, and by perfumers.
Castorin;(n.) A white crystalline substance obtained from castoreum.
Castoroil;() A mild cathartic oil, expressed or extracted from the seeds of the Ricinus communis, or Palma Christi. When fresh the oil is inodorous and insipid.
Castrametation;(n.) The art or act of encamping
Castrated;(imp. & p. p.) of Castrate
Castrating;(p. pr. & vb. n.) of Castrate
Castrate;(v. t.) To deprive of the testicles
Castrate;(v. t.) To cut or take out; esp. to remove anything erroneous, or objectionable from, as the obscene parts of a writing; to expurgate.
Castration;(n.) The act of castrating.
Castrato;(n.) A male person castrated for the purpose of improving his voice for singing; an artificial, or male, soprano.
Castrel;(n.) See Kestrel.
Castrensial;(a.) Belonging to a camp.
Castrensian;(a.) Castrensial.
Caststeel;() See Cast steel, under Steel.
Casual;(a.) Happening or coming to pass without design, and without being foreseen or expected; accidental; fortuitous; coming by chance.
Casual;(a.) Coming without regularity; occasional; incidental; as, casual expenses.
Casual;(n.) One who receives relief for a night in a parish to which he does not belong
Casualism;(n.) The doctrine that all things exist or are controlled by chance.
Casualist;(n.) One who believes in casualism.
Casually;(adv.) Without design
Casualness;(n.) The quality of being casual.
Casualties;(pl. ) of Casualty
Casualty;(n.) That which comes without design or without being foreseen
Casualty;(n.) Any injury of the body from accident; hence, death, or other misfortune, occasioned by an accident; as, an unhappy casualty.
Casualty;(n.) Numerical loss caused by death, wounds, discharge, or desertion.
Casuarina;(n.) A genus of leafless trees or shrubs, with drooping branchlets of a rushlike appearance, mostly natives of Australia. Some of them are large, producing hard and heavy timber of excellent quality, called beefwood from its color.
Casuist;(n.) One who is skilled in, or given to, casuistry.
Casuist;(v. i.) To play the casuist.
Casuistic;(a.) Alt. of Casuistieal
Casuistieal;(a.) Of or pertaining to casuists or casuistry.
Casuistry;(a.) The science or doctrine of dealing with cases of conscience, of resolving questions of right or wrong in conduct, or determining the lawfulness or unlawfulness of what a man may do by rules and principles drawn from the Scriptures, from the laws of society or the church, or from equity and natural reason; the application of general moral rules to particular cases.
Casuistry;(a.) Sophistical, equivocal, or false reasoning or teaching in regard to duties, obligations, and morals.
Casus;(n.) An event
Cat;(n.) An animal of various species of the genera Felis and Lynx. The domestic cat is Felis domestica. The European wild cat (Felis catus) is much larger than the domestic cat. In the United States the name wild cat is commonly applied to the bay lynx (Lynx rufus) See Wild cat, and Tiger cat.
Cat;(n.) A strong vessel with a narrow stern, projecting quarters, and deep waist. It is employed in the coal and timber trade.
Cat;(n.) A strong tackle used to draw an anchor up to the cathead of a ship.
Cat;(n.) A double tripod (for holding a plate, etc.), having six feet, of which three rest on the ground, in whatever position in is placed.
Cat;(n.) An old game; (a) The game of tipcat and the implement with which it is played. See Tipcat. (c) A game of ball, called, according to the number of batters, one old cat, two old cat, etc.
Cat;(n.) A cat o' nine tails. See below.
tted;(imp. & p. p.) of Cat
Catting;(p. pr. & vb. n.) of Cat
Cat;(v. t.) To bring to the cathead; as, to cat an anchor. See Anchor.
Cata;() The Latin and English form of a Greek preposition, used as a prefix to signify down, downward, under, against, contrary or opposed to, wholly, completely; as in cataclysm, catarrh. It sometimes drops the final vowel, as in catoptric; and is sometimes changed to cath, as in cathartic, catholic.
Catabaptist;(n.) One who opposes baptism, especially of infants.
Catabasion;(n.) A vault under altar of a Greek church.
Catabiotic;(a.) See under Force.
Catacaustic;(a.) Relating to, or having the properties of, a caustic curve formed by reflection. See Caustic, a.
Catacaustic;(n.) A caustic curve formed by reflection of light.
Catachresis;(n.) A figure by which one word is wrongly put for another, or by which a word is wrested from its true signification; as, To take arms against a sea of troubles. Shak. Her voice was but the shadow of a sound. Young.
Catachrestic;(a.) Alt. of Catachrestical
Catachrestical;(a.) Belonging to, or in the manner of, a catachresis; wrested from its natural sense or form; forced; far-fetched.
Cataclysm;(n.) An extensive overflow or sweeping flood of water
Cataclysm;(n.) Any violent catastrophe, involving sudden and extensive changes of the earth's surface.
Cataclysmal;(a.) Alt. of Cataclysmic
Cataclysmic;(a.) Of or pertaining to a cataclysm.
Cataclysmist;(n.) One who believes that the most important geological phenomena have been produced by cataclysms.
Catacomb;(n.) A cave, grotto, or subterraneous place of large extent used for the burial of the dead; -- commonly in the plural.
Catacoustic;(n.) That part of acoustics which treats of reflected sounds or echoes See Acoustics.
Catadioptric;(a.) Alt. of Catadioptrical
Catadioptrical;(a.) Pertaining to, produced by, or involving, both the reflection and refraction of light; as, a catadioptric light.
Catadioptrics;(n.) The science which treats of catadioptric phenomena, or of the used of catadioptric instruments.
Catadrome;(n.) A race course.
Catadrome;(n.) A machine for raising or lowering heavy weights.
Catadromous;(a.) Having the lowest inferior segment of a pinna nearer the rachis than the lowest superior one; -- said of a mode of branching in ferns, and opposed to anadromous.
Catadromous;(a.) Living in fresh water, and going to the sea to spawn; -- opposed to anadromous, and said of the eel.
Catafalco;(n.) See Catafalque.
Catafalque;(n.) A temporary structure sometimes used in the funeral solemnities of eminent persons, for the public exhibition of the remains, or their conveyance to the place of burial.
Catagmatic;(a.) Having the quality of consolidating broken bones.
Cataian;(n.) A native of Cathay or China
Catalan;(a.) Of or pertaining to Catalonia.
Catalan;(n.) A native or inhabitant of Catalonia; also, the language of Catalonia.
Catalectic;(a.) Wanting a syllable at the end, or terminating in an imperfect foot; as, a catalectic verse.
Catalectic;(a.) Incomplete
Catalepsy;(n.) Alt. of Catalepsis
Catalepsis;(n.) A sudden suspension of sensation and volition, the body and limbs preserving the position that may be given them, while the action of the heart and lungs continues.
